ZTFID,class,category,evidence,strength
ZTF21aayyxum,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021lma capture 20240415050752: report 9625 2021-05-11 13:50:01 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-06 >= 2021-04-15",STRONG
ZTF21aazvrjy,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-06 >= 2021-04-15,
ZTF21aazieut,SN Ia,MEASURED,"E1 wis-tns.org/object/2021low capture 20240415054328: report 9587 2021-05-09 15:58:10 by 'Jamison Burke, Craig Pellegrino, Daichi Hiramatsu, D. Andrew Howell, Curtis McCully, Megan Newsome, Estefania Padilla Gonzalez' (sender jburke, group Global SN Project) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-05-06 >= 2021-04-15",STRONG
ZTF18aawgrxz,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-05-06 >= 2021-04-15,
ZTF21aazqkeq,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-05-07 >= 2021-04-15,
ZTF21abaakwd,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2021-05-07 >= 2021-04-15,
ZTF21abahyyj,SN Ia,MEASURED,"E1 wis-tns.org/object/2021luy capture 20240415095733: report 9715 2021-05-22 18:15:28 by 'M. Pursiainen, P. Charalampopoulos, E. Paraskeva, G. Leloudas, E. Zimmerman on behalf of ePESSTO+' (sender ePESSTOplus_Bot1, group ePESSTO+) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-05-07 >= 2021-04-15",STRONG
ZTF21abaputv,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-07 >= 2021-04-15,
ZTF21aaygchh,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore || E6:discovered 2021-05-07 >= 2021-04-15,
ZTF21abameyr,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021lxo capture 20240415050649: report 9658 2021-05-15 06:17:36 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-08 >= 2021-04-15",STRONG
ZTF21aazybsh,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-05-08 >= 2021-04-15,
ZTF21aazmjby,CV?,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV?' not emittable by SNIascore || E6:discovered 2021-05-08 >= 2021-04-15,
ZTF21abaevgu,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-09 >= 2021-04-15,
ZTF21abahgst,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021lvc capture 20240415212036: report 9726 2021-05-24 07:17:49 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-09 >= 2021-04-15",STRONG
ZTF21aazcjbh,SN Ia,MEASURED,"E1 wis-tns.org/object/2021luu capture 20251006052126: report 9816 2021-06-07 15:03:59 by 'C. Angus' (sender Charlotte Angus, group YSE) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-05-09 >= 2021-04-15",STRONG
ZTF21aazsgyr,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-09 >= 2021-04-15,
ZTF21abcgnqn,TDE,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'TDE' not emittable by SNIascore || E6:discovered 2021-05-11 >= 2021-04-15,
ZTF21abaphri,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-11 >= 2021-04-15,
ZTF19aavolzm,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore || E6:discovered 2021-05-11 >= 2021-04-15,
ZTF21abbaerh,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-12 >= 2021-04-15,
ZTF21abasxdp,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-12 >= 2021-04-15,
ZTF21abatolf,SN Ia,MEASURED,"E1 wis-tns.org/object/2021mfq capture 20260121131554: report 9837 2021-06-09 23:40:23 by 'A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-05-12 >= 2021-04-15",STRONG
ZTF21abbliav,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021mqv capture 20240415051908: report 9705 2021-05-20 11:15:10 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-12 >= 2021-04-15",STRONG
ZTF21aazsylk,SN Ia,MEASURED,"E1 wis-tns.org/object/2021mep capture 20240415153406: report 9699 2021-05-19 10:53:45 by 'M. Magee, S. Prentice, K. Maguire, G. Dimitriadis, M. Deckers, L. Harvey, J. Terwel (TCD)' (sender MMagee, group TCD) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-05-12 >= 2021-04-15",STRONG
ZTF20aanxcpf,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore || E6:discovered 2021-05-12 >= 2021-04-15,
ZTF21abbuylk,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch failed_retries || E6:discovered 2021-05-13 >= 2021-04-15,
ZTF21abamotd,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021mfn capture 20240415072712: report 9787 2021-06-02 09:37:14 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-13 >= 2021-04-15",STRONG
ZTF21abbewsz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-14 >= 2021-04-15,
ZTF21abbodnh,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-15 >= 2021-04-15,
ZTF21abbzcxe,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021mtq capture 20240415051848: report 9755 2021-05-30 05:58:33 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-15 >= 2021-04-15",STRONG
ZTF21abbqeea,SLSN-I,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SLSN-I' not emittable by SNIascore || E6:discovered 2021-05-15 >= 2021-04-15,
ZTF21abbkefe,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021mid capture 20240415055027: report 9777 2021-06-01 09:13:29 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-15 >= 2021-04-15",STRONG
ZTF21abbkglo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-15 >= 2021-04-15,
ZTF21abbjybk,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021mld capture 20240415052644: report 9727 2021-05-24 08:52:20 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-15 >= 2021-04-15",STRONG
ZTF21abbsbov,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-15 >= 2021-04-15,
ZTF21abbcsfu,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-15 >= 2021-04-15,
ZTF21abbkwhn,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore || E6:discovered 2021-05-15 >= 2021-04-15,
ZTF21abasfmq,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-16 >= 2021-04-15,
ZTF21abbvkpr,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021mnd capture 20240415051804: report 9732 2021-05-25 17:09:18 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-16 >= 2021-04-15",STRONG
ZTF21abbzqvv,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021mvl capture 20240415060849: report 9756 2021-05-30 07:32:13 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-18 >= 2021-04-15",STRONG
ZTF21abbytmm,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-18 >= 2021-04-15,
ZTF21abcfgub,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021nir capture 20240415051912: report 9757 2021-05-30 09:05:52 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-19 >= 2021-04-15",STRONG
ZTF21abbzhvg,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021mth capture 20240416075959: report 9744 2021-05-29 11:21:40 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-19 >= 2021-04-15",STRONG
ZTF21abcimwb,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-19 >= 2021-04-15,
ZTF21abbxdcm,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2021-05-19 >= 2021-04-15,
ZTF21abgywux,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-05-19 >= 2021-04-15,
ZTF21abcmepi,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-20 >= 2021-04-15,
ZTF21abcbwke,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-20 >= 2021-04-15,
ZTF21abccaue,SN Ib,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ib' not emittable by SNIascore || E6:discovered 2021-05-20 >= 2021-04-15,
ZTF21abbzjeq,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-20 >= 2021-04-15,
ZTF21abceehu,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021mxs capture 20241204121010: report 9729 2021-05-25 06:50:55 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-21 >= 2021-04-15",STRONG
ZTF20abpbfzp,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore || E6:discovered 2021-05-21 >= 2021-04-15,
ZTF21abbxnbm,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore || E6:discovered 2021-05-21 >= 2021-04-15,
ZTF21abcmzvk,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-05-22 >= 2021-04-15,
ZTF21abcgaln,SN Ic,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic' not emittable by SNIascore || E6:discovered 2021-05-22 >= 2021-04-15,
ZTF21abccplz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-22 >= 2021-04-15,
ZTF21abcgufz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-22 >= 2021-04-15,
ZTF21abcgrcj,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021mzb capture 20240415145052: report 9743 2021-05-29 09:46:33 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-22 >= 2021-04-15",STRONG
ZTF21abcgxwy,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-22 >= 2021-04-15,
ZTF21abchjer,SN Ic-BL,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic-BL' not emittable by SNIascore || E6:discovered 2021-05-23 >= 2021-04-15,
ZTF21abgjldn,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2021-05-23 >= 2021-04-15,
ZTF21abchdql,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-23 >= 2021-04-15,
ZTF21abcgnql,SN Ib,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ib' not emittable by SNIascore || E6:discovered 2021-05-24 >= 2021-04-15,
ZTF21abgxudc,SN Ia,MEASURED,"E1 wis-tns.org/object/2021qgs capture 20240415064759: report 9912 2021-06-20 01:23:57 by 'Daniel Perley (LJMU)' (sender Daniel Perley, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-05-24 >= 2021-04-15",STRONG
ZTF21abcixor,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-05-24 >= 2021-04-15,
ZTF21abcmvci,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021nnj capture 20260125070524: report 9826 2021-06-08 08:00:38 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-24 >= 2021-04-15",STRONG
ZTF21abcmlzt,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021nnk capture 20240415055832: report 9764 2021-05-31 10:47:50 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-24 >= 2021-04-15",STRONG
ZTF21abcrhpk,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021nqo capture 20240415050831: report 9914 2021-06-20 09:02:04 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-25 >= 2021-04-15",STRONG
ZTF21abcmtev,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-05-26 >= 2021-04-15,
ZTF21abcmcuq,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-27 >= 2021-04-15,
ZTF21abcmjdy,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021nwc capture 20240415154806: report 9754 2021-05-30 05:21:43 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-27 >= 2021-04-15",STRONG
ZTF21abctnoh,SN Ia,MEASURED,"E1 wis-tns.org/object/2021nya capture 20241204070203: report 9806 2021-06-05 21:37:30 by 'A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-05-27 >= 2021-04-15",STRONG
ZTF21abcnkbe,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-27 >= 2021-04-15,
ZTF21abcnlpj,CV?,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV?' not emittable by SNIascore || E6:discovered 2021-05-27 >= 2021-04-15,
ZTF21abcpsjy,SLSN-I,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SLSN-I' not emittable by SNIascore || E6:discovered 2021-05-28 >= 2021-04-15,
ZTF21abcouxj,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-28 >= 2021-04-15,
ZTF18aansqov,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021nro capture 20240415195757: report 9778 2021-06-01 10:54:18 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-28 >= 2021-04-15",STRONG
ZTF21abcympb,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-28 >= 2021-04-15,
ZTF21abczjhy,SN Ia,MEASURED,"E1 wis-tns.org/object/2021nyt capture 20240415072148: report 9797 2021-06-04 11:47:25 by 'Thomas de Jaeger on behalf of the SCAT team' (sender tdejaeger, group SCAT) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-05-29 >= 2021-04-15",STRONG
ZTF21abcnpnk,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021ntw capture 20240415162647: report 9805 2021-06-05 10:00:56 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-29 >= 2021-04-15",STRONG
ZTF21abcpazz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-29 >= 2021-04-15,
ZTF21abctmnb,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-29 >= 2021-04-15,
ZTF18adbacli,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore || E6:discovered 2021-05-29 >= 2021-04-15,
ZTF21abcxner,SN Ia,MEASURED,"E1 wis-tns.org/object/2021nxh capture 20240415092501: report 9811 2021-06-06 17:35:00 by 'A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-05-30 >= 2021-04-15",STRONG
ZTF21abdhetx,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021obh capture 20240415054401: report 9824 2021-06-08 06:17:18 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-30 >= 2021-04-15",STRONG
ZTF21abcxwxi,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-30 >= 2021-04-15,
ZTF21abdfdwi,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021oei capture 20240415073446: report 9833 2021-06-09 06:43:44 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-05-31 >= 2021-04-15",STRONG
ZTF21abczimc,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-05-31 >= 2021-04-15,
ZTF21abdlvxh,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-05-31 >= 2021-04-15,
ZTF21abdonkp,SN Ia,MEASURED,"E1 wis-tns.org/object/2021pie capture 20240415083715: report 9885 2021-06-16 02:24:40 by 'Daniel Perley (LJMU)' (sender Daniel Perley, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-05-31 >= 2021-04-15",STRONG
ZTF21abdpios,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-01 >= 2021-04-15,
ZTF21abdlyrc,SN Ia,MEASURED,"E1 wis-tns.org/object/2021ojn capture 20240415074800: report 9851 2021-06-11 12:49:51 by 'C. Angus' (sender crangus, group YSE) = 'SN Ia'; human classifier; 2 public spectrum/spectra on or before report || E6:discovered 2021-06-01 >= 2021-04-15",STRONG
ZTF21abdcauj,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-01 >= 2021-04-15,
ZTF21abegynu,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2021-06-01 >= 2021-04-15,
ZTF21abcxswe,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-01 >= 2021-04-15,
ZTF21abduoun,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-01 >= 2021-04-15,
ZTF21abdkojo,SN Ib,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ib' not emittable by SNIascore || E6:discovered 2021-06-02 >= 2021-04-15,
ZTF21abdlrpr,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021ooe capture 20240415052916: report 9829 2021-06-08 10:27:44 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-02 >= 2021-04-15",STRONG
ZTF21abcwsho,SN Ia,MEASURED,"E1 wis-tns.org/object/2021orm capture 20240415050742: report 9815 2021-06-07 15:02:29 by 'C. Angus' (sender crangus, group YSE) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-02 >= 2021-04-15",STRONG
ZTF21abeeewf,SN Ia,MEASURED,"E1 wis-tns.org/object/2021pbf capture 20240415231137: report 9852 2021-06-11 12:51:49 by 'C. Angus' (sender crangus, group YSE) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-03 >= 2021-04-15",STRONG
ZTF21abdmevk,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-03 >= 2021-04-15,
ZTF21abdthxn,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021phi capture 20240415155444: report 9858 2021-06-12 13:52:50 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-03 >= 2021-04-15",STRONG
ZTF20abarsvz,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021our capture 20240415062808: report 9828 2021-06-08 09:36:13 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-03 >= 2021-04-15",STRONG
ZTF21abdveqn,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-03 >= 2021-04-15,
ZTF21abdiymf,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore || E6:discovered 2021-06-03 >= 2021-04-15,
ZTF18aagtwyh,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021oud capture 20240415080802: report 9848 2021-06-11 08:26:52 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-04 >= 2021-04-15",STRONG
ZTF21abebgfr,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2021-06-04 >= 2021-04-15,
ZTF21abcrhbt,SN Ia,MEASURED,"E1 wis-tns.org/object/2021owq capture 20240415060111: report 9812 2021-06-06 17:42:12 by 'A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-04 >= 2021-04-15",STRONG
ZTF21abedvkp,SN Ia,MEASURED,"E1 wis-tns.org/object/2021ouy capture 20240415065706: report 9905 2021-06-18 00:41:42 by 'A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-05 >= 2021-04-15",STRONG
ZTF18aaqydat,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-06 >= 2021-04-15,
ZTF21abeokcr,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021pci capture 20250621044914: report 9872 2021-06-14 08:25:44 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-06 >= 2021-04-15",STRONG
