ZTFID,class,category,evidence,strength
ZTF18abespgb,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 315.74 < 1289.5,
ZTF18abesqnb,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore,
ZTF18abetehf,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 320.67 < 1289.5,
ZTF18abetejo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 311.74 < 1289.5,
ZTF18abetewu,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 322.75 < 1289.5,
ZTF18ablrljh,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 346.68 < 1289.5,
ZTF18abeecwe,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 318.77 < 1289.5,
ZTF18abfwuwn,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 322.70 < 1289.5,
ZTF18abfgygp,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 323.89 < 1289.5,
ZTF18abdkkwa,SN Ic,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic' not emittable by SNIascore,
ZTF18abfhryc,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 323.91 < 1289.5,
ZTF18abffyqp,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore,
ZTF18abjrdjs,CV?,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV?' not emittable by SNIascore,
ZTF18abixkjh,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 327.67 < 1289.5,
ZTF18aailmnv,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 324.78 < 1289.5,
ZTF18abgqkpc,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 319.71 < 1289.5,
ZTF18abfzhct,SN Ic,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic' not emittable by SNIascore,
ZTF18abfhaji,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 323.89 < 1289.5,
ZTF18abfzixe,SN IIP,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIP' not emittable by SNIascore,
ZTF18abgmcmv,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore,
ZTF18abgrbjb,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore,
ZTF18abdfydj,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 306.81 < 1289.5,
ZTF18abgkjff,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 331.69 < 1289.5,
ZTF18abfzfcv,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore,
ZTF18aawurud,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 332.81 < 1289.5,
ZTF18abhhnnv,SN Ic-BL,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic-BL' not emittable by SNIascore,
ZTF18abeyqpr,SN Ic,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic' not emittable by SNIascore,
ZTF18abhqaxd,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abjgyyr,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 332.84 < 1289.5,
ZTF18abgxvra,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 333.83 < 1289.5,
ZTF18abimsyv,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 332.70 < 1289.5,
ZTF18abjdjge,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore,
ZTF18abimhfu,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore,
ZTF18abjwahi,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 336.71 < 1289.5,
ZTF18abjvhec,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 337.68 < 1289.5,
ZTF18abjrfqx,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 340.88 < 1289.5,
ZTF22aamjqvc,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore,
ZTF18abkhqhk,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abkifng,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 340.83 < 1289.5,
ZTF18abkhcwl,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 343.67 < 1289.5,
ZTF18abkhcrj,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 343.66 < 1289.5,
ZTF18abkjnqy,SN Ic,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic' not emittable by SNIascore,
ZTF18abjtgdo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 336.74 < 1289.5,
ZTF18abjzaic,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abjtger,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 334.68 < 1289.5,
ZTF18abktphg,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 343.88 < 1289.5,
ZTF18abjstcm,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 342.83 < 1289.5,
ZTF18abjyjdz,SN Ib,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ib' not emittable by SNIascore,
ZTF18ablfqxm,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18ablhvfr,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 344.66 < 1289.5,
ZTF18abkmbpy,SN Icn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Icn' not emittable by SNIascore,
ZTF18aasprui,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 346.66 < 1289.5,
ZTF18ablongw,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 349.74 < 1289.5,
ZTF18abkudjo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 343.67 < 1289.5,
ZTF18ablqlzp,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 350.65 < 1289.5,
ZTF18ablqkud,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 350.65 < 1289.5,
ZTF18ablrlbm,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore,
ZTF18ablvazp,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18ablwtkf,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 348.84 < 1289.5,
ZTF18abmmkaz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 352.71 < 1289.5,
ZTF18ablmflp,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 348.69 < 1289.5,
ZTF18abltdfj,SN Ia-91bg,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91bg' not emittable by SNIascore,
ZTF18abmmdif,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 352.85 < 1289.5,
ZTF18ablrlog,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18ablwhde,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abmbdbg,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18actuhrs,SN Ia-CSM,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-CSM' not emittable by SNIascore,
ZTF18abmefij,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore,
ZTF18ablqjul,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 353.66 < 1289.5,
ZTF18abltaxf,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 344.67 < 1289.5,
ZTF18abmiwau,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abmrhom,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 351.91 < 1289.5,
ZTF18abmjvpb,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 360.75 < 1289.5,
ZTF18abmjvuf,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 353.66 < 1289.5,
ZTF18abmjyvo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 359.72 < 1289.5,
ZTF18abmxfrc,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 359.71 < 1289.5,
ZTF18abmoung,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 353.78 < 1289.5,
ZTF18abfdupq,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 350.88 < 1289.5,
ZTF18abltfho,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore,
ZTF18abmkaps,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore,
ZTF18abmxahs,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 362.71 < 1289.5,
ZTF18abmxdhb,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 359.64 < 1289.5,
ZTF18abobkii,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 359.72 < 1289.5,
ZTF18abmxmsv,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 352.78 < 1289.5,
ZTF18abncimo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 361.89 < 1289.5,
ZTF18abmxatl,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18ablqqqp,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 349.67 < 1289.5,
ZTF18abnvjws,AGN?,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN?' not emittable by SNIascore,
ZTF18abnbxsy,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abnurff,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abojong,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abokpvh,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 364.72 < 1289.5,
ZTF18abntsgz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 360.80 < 1289.5,
ZTF18abnxhmc,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 363.77 < 1289.5,
ZTF18abmwnov,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 364.82 < 1289.5,
ZTF18abnoonq,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abokyfk,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore,
ZTF18abnyktn,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18aboabxv,SN Ic,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic' not emittable by SNIascore,
ZTF18aadnqwz,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore,
ZTF18abpaywm,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 370.77 < 1289.5,
ZTF18abpttky,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 364.70 < 1289.5,
ZTF18abqlpgq,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 364.77 < 1289.5,
ZTF18abquher,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted,
ZTF18abpamut,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 368.72 < 1289.5,
ZTF18abpmmpo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 365.72 < 1289.5,
ZTF18abrnttt,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abojpnr,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore,
ZTF18abrqedj,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 375.02 < 1289.5,
ZTF18abrlljc,SN IIP,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIP' not emittable by SNIascore,
ZTF20acfkzcg,SN IIP,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIP' not emittable by SNIascore,
ZTF18abqcsdq,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abrzeym,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 373.65 < 1289.5,
ZTF18abcohew,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore,
ZTF18abqyvzy,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore,
ZTF18absanfq,CV?,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV?' not emittable by SNIascore,
ZTF18absdddn,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18absgmhg,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore,
ZTF18acgvgiq,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore,
ZTF18absiejw,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18absioqj,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abskbng,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18absnqyo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 379.77 < 1289.5,
ZTF18absdgon,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 379.72 < 1289.5,
ZTF17aaaukqn,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18aaybtnt,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abnvwgk,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18absmoql,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18absnibc,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18absrffm,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abthqde,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abrxrms,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18absjiej,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abtokcw,CV?,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV?' not emittable by SNIascore,
ZTF18absspcp,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 374.67 < 1289.5,
ZTF18abubmjo,CV?,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV?' not emittable by SNIascore,
ZTF18abukavn,SN Ic-BL,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic-BL' not emittable by SNIascore,
ZTF18abucoyd,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abuyrgo,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abvassm,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abtnlik,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E4:SN Ia in BTS explorer capture 2021-01-28T12:53:21 || E5:peakt 379.75 < 1289.5,
ZTF18aadygpb,AGN?,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN?' not emittable by SNIascore,
ZTF18abvvvsi,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abvvyro,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore,
ZTF18abvptts,SN Ia-pec,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-pec' not emittable by SNIascore,
